participant_id,task_id,concept,label,analogy
participant_92,P004_1,toothbrush and towel,bathroom,This is similar to how one cannot find dining in shower.
participant_92,P004_2,toilet,bathroom,This is like rest room is definitely a sign of furniture.
participant_92,P007_2,medical monitor,hospital room,This is like medicine is definitely a sign of health condition.
participant_92,P008_1,table and chair,conference room,This is like conference meeting is definitely a sign of conversation.
participant_92,P009_1,fireplace,bedroom,This is similar to how warm is irrelevant for recognising a sleeping.
participant_28,P003_1,window and curtain,bedroom,This is like tiger can seldom be found in road.
participant_28,P004_1,toothbrush and towel,bathroom,"This is similar to how we can find television in both room and office, you can’t determine where it is if you see television."
participant_28,P004_2,toilet,bathroom,This is like cloud is definitely a sign of rain.
participant_28,P007_2,medical monitor,hospital room,This is like sink can seldom be found in parlour.
participant_28,P008_1,table and chair,conference room,This is similar to how cheetah is irrelevant for recognising a office.
participant_28,P009_1,fireplace,bedroom,"This is like tiger can typically be associated with jungle, but it’s also possible to associate tiger with zoo."
participant_16,P003_1,window and curtain,bedroom,"This is similar to how we can find computer in both library and house, you can’t determine where it is if you see computer."
participant_16,P004_1,toothbrush and towel,bathroom,This is like amish can seldom be found in arcade.
participant_16,P004_2,toilet,bathroom,This is like jockey is definitely a sign of horse racing.
participant_16,P007_2,medical monitor,hospital room,This is like four wheels is definitely a sign of car.
participant_16,P008_1,table and chair,conference room,"This is similar to how we can find milk bottle in both shops  and fridge, you can’t determine where it is if you see milk bottle."
participant_16,P009_1,fireplace,bedroom,This is like car can seldom be found in indoors.
participant_18,T001,chocolate and cream,low calorie,This is similar to how one cannot find ground to a  bed in tent to a hotel.
participant_18,T002,beet and apple,high calorie,This is similar to how one cannot find sun on a cloudy day in naturally grown.
participant_18,T006,chocolate and ice cream,high calorie,This is like high level of fat is definitely a sign of creamy dessert.
participant_18,T008_2,lemon,high calorie,"This is similar to how we can find room in a house in both bill in a wallet and plant in a garden, you can’t determine where it is if you see room in a house."
participant_18,T009_1,carrot,high calorie,This is similar to how one cannot find skinny hippo in tasty dirt.
participant_18,T010_2,nuts,high calorie,"This is like rocks on a beach can typically be associated with birds in the air , but it’s also possible to associate rocks on a beach with shells on the beach."
participant_81,T001,chocolate and cream,low calorie,This is similar to how one cannot find a cow in a supermarket.
participant_81,T002,beet and apple,high calorie,This is similar to how one cannot find an aeroplane in an aquarium .
participant_81,T006,chocolate and ice cream,high calorie,"This is like a collar can typically be associated with a dog, but it’s also possible to associate a collar with a bird."
participant_81,T008_2,lemon,high calorie,This is like a monkey can seldom be found in a regular house.
participant_81,T009_1,carrot,high calorie,This is similar to how one cannot find a child in a bar.
participant_81,T010_2,nuts,high calorie,This is like a football can seldom be found in a tennis court.
participant_78,T001,chocolate and cream,low calorie,This is like boat can seldom be found in driving on tarmac.
participant_78,T002,beet and apple,high calorie,This is like suncream can seldom be found in needed at the north pole.
participant_78,T006,chocolate and ice cream,high calorie,This is like a christmas tree is definitely a sign of a sign of christmas.
participant_78,T008_2,lemon,high calorie,This is like ice can seldom be found in in a desert.
participant_78,T009_1,carrot,high calorie,This is like snakes can seldom be found in learning to fly.
participant_78,T010_2,nuts,high calorie,This is like ice is definitely a sign of is cold.
participant_74,P003_1,window and curtain,bedroom,"This is like sleep can typically be associated with live, but it’s also possible to associate sleep with ownership."
participant_74,P004_1,toothbrush and towel,bathroom,This is like cleaning is definitely a sign of wet.
participant_74,P004_2,toilet,bathroom,This is like house is definitely a sign of shower.
participant_74,P007_2,medical monitor,hospital room,"This is like health can typically be associated with medicine, but it’s also possible to associate health with docotr."
participant_74,P008_1,table and chair,conference room,This is like working is definitely a sign of meeting.
participant_74,P009_1,fireplace,bedroom,This is like warmth is definitely a sign of cold.
participant_77,P003_1,window and curtain,bedroom,This is similar to how education is irrelevant for recognising a bananas.
participant_77,P004_1,toothbrush and towel,bathroom,This is similar to how one cannot find cooker in bed.
participant_77,P004_2,toilet,bathroom,This is like shower is definitely a sign of bath tub.
participant_77,P007_2,medical monitor,hospital room,This is like animals can seldom be found in motorbike.
participant_77,P008_1,table and chair,conference room,This is similar to how door is irrelevant for recognising a coffee cup.
participant_77,P009_1,fireplace,bedroom,This is like car keys can seldom be found in picnic table.
participant_5,P003_1,window and curtain,bedroom,This is like sleep is definitely a sign of fresh air.
participant_5,P004_1,toothbrush and towel,bathroom,This is similar to how one cannot find brushing teeth in scrubbing the floor.
participant_5,P004_2,toilet,bathroom,This is like sanitation can seldom be found in malls.
participant_5,P007_2,medical monitor,hospital room,This is like medical centre is definitely a sign of research lab.
participant_5,P008_1,table and chair,conference room,This is like meeting is definitely a sign of sex.
participant_5,P009_1,fireplace,bedroom,This is like bonfire is definitely a sign of boiling water.
participant_75,P003_1,window and curtain,bedroom,"This is similar to how we can find primates in both the wild and captivity, you can’t determine where it is if you see primates."
participant_75,P004_1,toothbrush and towel,bathroom,"This is like a ball hitting the net can typically be associated with football, but it’s also possible to associate a ball hitting the net with handball."
participant_75,P004_2,toilet,bathroom,This is like stripes on a big cat is definitely a sign of an animal being a tiger.
participant_75,P007_2,medical monitor,hospital room,"This is like alcohol consumption can typically be associated with parties, but it’s also possible to associate alcohol consumption with depression."
participant_75,P008_1,table and chair,conference room,This is similar to how a few loose bricks is irrelevant for recognising a mansion.
participant_75,P009_1,fireplace,bedroom,This is like rain can seldom be found in the desert.
participant_4,T001,chocolate and cream,low calorie,This is similar to how one cannot find heart disease in athlete.
participant_4,T002,beet and apple,high calorie,This is like tigers can seldom be found in the antarctic.
participant_4,T006,chocolate and ice cream,high calorie,"This is like cows can typically be associated with farms, but it’s also possible to associate cows with petting zoos."
participant_4,T008_2,lemon,high calorie,"This is similar to how we can find cold temperatures in both clouds and wind, you can’t determine where it is if you see cold temperatures."
participant_4,T009_1,carrot,high calorie,This is like rain can seldom be found in sunny day.
participant_4,T010_2,nuts,high calorie,"This is like nut butters can typically be associated with healthy eating, but it’s also possible to associate nut butters with desserts."
participant_30,T001,chocolate and cream,low calorie,This is similar to how one cannot find bargains in harrods.
participant_30,T002,beet and apple,high calorie,This is like polar bear can seldom be found in sahara.
participant_30,T006,chocolate and ice cream,high calorie,This is like sharks is definitely a sign of ocean.
participant_30,T008_2,lemon,high calorie,This is like snow can seldom be found in sun.
participant_30,T009_1,carrot,high calorie,This is like sunshine is definitely a sign of summer.
participant_30,T010_2,nuts,high calorie,"This is like snow can typically be associated with winter, but it’s also possible to associate snow with skiing."
participant_34,T001,chocolate and cream,low calorie,"This is similar to how we can find boots in both mud and grass, you can’t determine where it is if you see boots."
participant_34,T002,beet and apple,high calorie,"This is similar to how we can find ants in both soil and concrete, you can’t determine where it is if you see ants."
participant_34,T006,chocolate and ice cream,high calorie,"This is like gallary can typically be associated with paintings, but it’s also possible to associate gallary with an artist."
participant_34,T008_2,lemon,high calorie,"This is similar to how we can find winter in both hat and dress, you can’t determine where it is if you see winter."
participant_34,T009_1,carrot,high calorie,"This is similar to how we can find hair in both shampoo and conditioner, you can’t determine where it is if you see hair."
participant_34,T010_2,nuts,high calorie,"This is similar to how we can find bed in both blanket and pillow, you can’t determine where it is if you see bed."
participant_73,T001,chocolate and cream,low calorie,This is like sex toys can seldom be found in drug store.
participant_73,T002,beet and apple,high calorie,"This is similar to how we can find caladium plant in both indoors and outdoors, you can’t determine where it is if you see caladium plant."
participant_73,T006,chocolate and ice cream,high calorie,This is like  cumulonimbus clouds  is definitely a sign of rain.
participant_73,T008_2,lemon,high calorie,This is similar to how one cannot find painkillers in clothing stores.
participant_73,T009_1,carrot,high calorie,This is like fish can seldom be found in land.
participant_73,T010_2,nuts,high calorie,"This is like doctors can typically be associated with hospitals, but it’s also possible to associate doctors with pharmacies."
participant_45,P003_1,window and curtain,bedroom,This is like bed can seldom be found in bottom of the ocean.
participant_45,P004_1,toothbrush and towel,bathroom,This is similar to how a cleaner is irrelevant for recognising a a tool.
participant_45,P004_2,toilet,bathroom,"This is like restroom can typically be associated with throne, but it’s also possible to associate restroom with tub."
participant_45,P007_2,medical monitor,hospital room,This is similar to how one cannot find healthcare in life.
participant_45,P008_1,table and chair,conference room,"This is similar to how we can find couch in both cloud and clue, you can’t determine where it is if you see couch."
participant_45,P009_1,fireplace,bedroom,"This is like cat can typically be associated with cow, but it’s also possible to associate cat with farm."
participant_53,T001,chocolate and cream,low calorie,This is like jobs can seldom be found in third world countries.
participant_53,T002,beet and apple,high calorie,This is similar to how one cannot find needle in haystack.
participant_53,T006,chocolate and ice cream,high calorie,"This is like umbrellas can typically be associated with rain, but it’s also possible to associate umbrellas with sunny days at the beach."
participant_53,T008_2,lemon,high calorie,This is similar to how one cannot find bicycles or cars in in the sky with aeroplanes.
participant_53,T009_1,carrot,high calorie,This is similar to how one cannot find water in desert.
participant_53,T010_2,nuts,high calorie,This is like leaf on a  is definitely a sign of tree.
participant_42,T001,chocolate and cream,low calorie,This is like baby is definitely a sign of pregnancy.
participant_42,T002,beet and apple,high calorie,This is similar to how one cannot find flower blooms in in autumn season.
participant_42,T006,chocolate and ice cream,high calorie,This is like roof is definitely a sign of house.
participant_42,T008_2,lemon,high calorie,This is similar to how one cannot find snow in dessert .
participant_42,T009_1,carrot,high calorie,This is like butterfly can seldom be found in in a bee hive.
participant_42,T010_2,nuts,high calorie,"This is like animals can typically be associated with dams, but it’s also possible to associate animals with seas/oceans/dams."
participant_87,P003_1,window and curtain,bedroom,"This is similar to how we can find animals in both zoo and forest, you can’t determine where it is if you see animals."
participant_87,P004_1,toothbrush and towel,bathroom,This is similar to how one cannot find penguins in north pole.
participant_87,P004_2,toilet,bathroom,This is like high body temperature  is definitely a sign of fever.
participant_87,P007_2,medical monitor,hospital room,"This is like fishes can typically be associated with ocean , but it’s also possible to associate fishes with aquarium ."
participant_87,P008_1,table and chair,conference room,"This is like red color can typically be associated with apples, but it’s also possible to associate red color with cherries."
participant_87,P009_1,fireplace,bedroom,This is similar to how one cannot find fishes  in swimming pool.
participant_83,T001,chocolate and cream,low calorie,This is like cement and water is definitely a sign of building .
participant_83,T002,beet and apple,high calorie,This is like art can seldom be found in health.
participant_83,T006,chocolate and ice cream,high calorie,This is like printers can seldom be found in homes.
participant_83,T008_2,lemon,high calorie,This is like water  is definitely a sign of temperature.
participant_83,T009_1,carrot,high calorie,This is like trunk is definitely a sign of bodybuilding.
participant_83,T010_2,nuts,high calorie,This is like screws is definitely a sign of wharehouse.
participant_58,T001,chocolate and cream,low calorie,This is similar to how one cannot find electronics in continent.
participant_58,T002,beet and apple,high calorie,"This is like health can typically be associated with room, but it’s also possible to associate health with house."
participant_58,T006,chocolate and ice cream,high calorie,This is like plate is definitely a sign of health.
participant_58,T008_2,lemon,high calorie,This is like health is definitely a sign of sports.
participant_58,T009_1,carrot,high calorie,This is like garden can seldom be found in house.
participant_58,T010_2,nuts,high calorie,"This is similar to how we can find bedroom in both house and chair, you can’t determine where it is if you see bedroom."
participant_72,T001,chocolate and cream,low calorie,This is similar to how one cannot find hammock in gym.
participant_72,T002,beet and apple,high calorie,This is similar to how one cannot find toilet in dining room.
participant_72,T006,chocolate and ice cream,high calorie,"This is like baseball bats can typically be associated with playground, but it’s also possible to associate baseball bats with robbery."
participant_72,T008_2,lemon,high calorie,This is similar to how shovel is irrelevant for recognising a beach.
participant_72,T009_1,carrot,high calorie,This is like birds can seldom be found in courthouse.
participant_72,T010_2,nuts,high calorie,"This is like monkeys can typically be associated with jungle, but it’s also possible to associate monkeys with zoo."
participant_49,P003_1,window and curtain,bedroom,This is like theater can seldom be found in toys.
participant_49,P004_1,toothbrush and towel,bathroom,This is like snow is definitely a sign of cold.
participant_49,P004_2,toilet,bathroom,"This is like pillow can typically be associated with clothes, but it’s also possible to associate pillow with bedroom."
participant_49,P007_2,medical monitor,hospital room,This is similar to how one cannot find pots in shower cap.
participant_49,P008_1,table and chair,conference room,"This is similar to how we can find money in both pay school fees and buy clothes, you can’t determine where it is if you see money."
participant_49,P009_1,fireplace,bedroom,This is similar to how window is irrelevant for recognising a house.
participant_68,P003_1,window and curtain,bedroom,This is like falling leaves is definitely a sign of autumn .
participant_68,P004_1,toothbrush and towel,bathroom,This is like snow is definitely a sign of winter.
participant_68,P004_2,toilet,bathroom,This is like cross is definitely a sign of church.
participant_68,P007_2,medical monitor,hospital room,This is like fish  is definitely a sign of pisces.
participant_68,P008_1,table and chair,conference room,This is similar to how one cannot find beef in veggie burger.
participant_68,P009_1,fireplace,bedroom,This is similar to how one cannot find sharks in on land.
participant_97,P003_1,window and curtain,bedroom,This is similar to how arms and legs  is irrelevant for recognising a human.
participant_97,P004_1,toothbrush and towel,bathroom,This is like leaves and wooden branches is definitely a sign of trees.
participant_97,P004_2,toilet,bathroom,This is like stanzas is definitely a sign of poetry.
participant_97,P007_2,medical monitor,hospital room,"This is like paint can typically be associated with art, but it’s also possible to associate paint with house decorating."
participant_97,P008_1,table and chair,conference room,"This is similar to how we can find a doctorate in both medical doctors  and non-medical academics , you can’t determine where it is if you see a doctorate."
participant_97,P009_1,fireplace,bedroom,This is similar to how a person's hometown is irrelevant for recognising a a person's height.
participant_54,T001,chocolate and cream,low calorie,This is similar to how one cannot find males in child birth.
participant_54,T002,beet and apple,high calorie,"This is like beet and apple can typically be associated with vegans, but it’s also possible to associate beet and apple with non-vegans."
participant_54,T006,chocolate and ice cream,high calorie,This is like chocolate is the is definitely a sign of the cream of the crop.
participant_54,T008_2,lemon,high calorie,This is similar to how one cannot find snow in in the summer.
participant_54,T009_1,carrot,high calorie,"This is like cold weather can typically be associated with rain, but it’s also possible to associate cold weather with snow."
participant_54,T010_2,nuts,high calorie,"This is similar to how we can find goal post in both rugby and american football, you can’t determine where it is if you see goal post."
participant_64,T001,chocolate and cream,low calorie,This is similar to how one cannot find a deep sea fish in in a cloud.
participant_64,T002,beet and apple,high calorie,This is similar to how one cannot find a glacier in the sahara desert.
participant_64,T006,chocolate and ice cream,high calorie,This is like fire is definitely a sign of heat.
participant_64,T008_2,lemon,high calorie,This is similar to how one cannot find write a letter in with a balloon.
participant_64,T009_1,carrot,high calorie,This is similar to how one cannot find a penguin in at the north pole.
participant_64,T010_2,nuts,high calorie,"This is like storms can typically be associated with rain, but it’s also possible to associate storms with thunder."
participant_100,P003_1,window and curtain,bedroom,"This is similar to how we can find pictures in both computer and phone, you can’t determine where it is if you see pictures."
participant_100,P004_1,toothbrush and towel,bathroom,"This is like family can typically be associated with love & affection, but it’s also possible to associate family with fighting & arguments."
participant_100,P004_2,toilet,bathroom,This is like kissing is definitely a sign of a romantic connection.
participant_100,P007_2,medical monitor,hospital room,"This is like cat can typically be associated with independent, but it’s also possible to associate cat with cuddly."
participant_100,P008_1,table and chair,conference room,"This is similar to how we can find year-round sun in both california and spain, you can’t determine where it is if you see year-round sun."
participant_100,P009_1,fireplace,bedroom,This is similar to how pencil is irrelevant for recognising a home-cooked meal.
participant_98,P003_1,window and curtain,bedroom,"This is similar to how we can find flowers in both england and france, you can’t determine where it is if you see flowers."
participant_98,P004_1,toothbrush and towel,bathroom,"This is like wheels can typically be associated with cars, but it’s also possible to associate wheels with cheese."
participant_98,P004_2,toilet,bathroom,This is like banana is definitely a sign of potassium.
participant_98,P007_2,medical monitor,hospital room,"This is like trees can typically be associated with forests, but it’s also possible to associate trees with gardens."
participant_98,P008_1,table and chair,conference room,"This is similar to how we can find ball in both football and basketball, you can’t determine where it is if you see ball."
participant_98,P009_1,fireplace,bedroom,"This is similar to how we can find pencil in both school and college, you can’t determine where it is if you see pencil."
participant_29,P003_1,window and curtain,bedroom,"This is similar to how we can find collar in both shirt and coat, you can’t determine where it is if you see collar."
participant_29,P004_1,toothbrush and towel,bathroom,"This is like wing can typically be associated with bird, but it’s also possible to associate wing with bat."
participant_29,P004_2,toilet,bathroom,This is like beak is definitely a sign of bird.
participant_29,P007_2,medical monitor,hospital room,This is like soup is definitely a sign of bowl.
participant_29,P008_1,table and chair,conference room,"This is similar to how we can find wine glass in both pub and restaurant , you can’t determine where it is if you see wine glass."
participant_29,P009_1,fireplace,bedroom,This is similar to how fish is irrelevant for recognising a mountain.
participant_66,T001,chocolate and cream,low calorie,This is similar to how one cannot find tiger in a tin of sweetcorn.
participant_66,T002,beet and apple,high calorie,This is similar to how one cannot find an elephant in a tin of beans.
participant_66,T006,chocolate and ice cream,high calorie,This is like calling someone a bachelor  is definitely a sign of a unmarried man.
participant_66,T008_2,lemon,high calorie,"This is similar to how we can find car in both garage and driveway, you can’t determine where it is if you see car."
participant_66,T009_1,carrot,high calorie,"This is similar to how we can find television in both a living room and dining room, you can’t determine where it is if you see television."
participant_66,T010_2,nuts,high calorie,"This is like polar bears can typically be associated with snow, but it’s also possible to associate polar bears with ice."
participant_80,P003_1,window and curtain,bedroom,"This is similar to how we can find rice doesn't mean a risotto  in both a ball doesn't mean football and a handle doesn't mean door, you can’t determine where it is if you see rice doesn't mean a risotto ."
participant_80,P004_1,toothbrush and towel,bathroom,"This is like lettuce salad or soup can typically be associated with big t-shirt or dress, but it’s also possible to associate lettuce salad or soup with tyres on car or boot."
participant_80,P004_2,toilet,bathroom,This is like hockey on ice is icehockey is definitely a sign of black/white striped horse is zebra.
participant_80,P007_2,medical monitor,hospital room,This is like positive pregnancy test is pregnant is definitely a sign of short sleeve top is tshirt.
participant_80,P008_1,table and chair,conference room,"This is similar to how we can find a pillow doesn't mean bed in both spotty cat isn't always leopard and cake in fridge or cupboard, you can’t determine where it is if you see a pillow doesn't mean bed."
participant_80,P009_1,fireplace,bedroom,This is like cheese sauce on apple pie can seldom be found in a cheerleader at football/soccer match.
participant_71,T001,chocolate and cream,low calorie,This is similar to how one cannot find playing golf in in a swimming pool.
participant_71,T002,beet and apple,high calorie,This is similar to how one cannot find wings in on a dog.
participant_71,T006,chocolate and ice cream,high calorie,This is like seeing the sun is definitely a sign of it's daytime.
participant_71,T008_2,lemon,high calorie,This is like toddlers can seldom be found in behaving.
participant_71,T009_1,carrot,high calorie,This is like boris johnson can seldom be found in telling the truth.
participant_71,T010_2,nuts,high calorie,"This is similar to how we can find wheels in both car and bus, you can’t determine where it is if you see wheels."
participant_89,T001,chocolate and cream,low calorie,This is similar to how one cannot find doctors in a dentist's office.
participant_89,T002,beet and apple,high calorie,This is like clowns can seldom be found in criminal courts.
participant_89,T006,chocolate and ice cream,high calorie,This is like chicken pox is definitely a sign of infection.
participant_89,T008_2,lemon,high calorie,"This is similar to how we can find rain in both madagascar and england, you can’t determine where it is if you see rain."
participant_89,T009_1,carrot,high calorie,This is similar to how one cannot find footballs in a tennis match.
participant_89,T010_2,nuts,high calorie,"This is like bees can typically be associated with honey, but it’s also possible to associate bees with anaphylactic shock."
participant_31,P003_1,window and curtain,bedroom,This is like pillow and duvet is definitely a sign of bed.
participant_31,P004_1,toothbrush and towel,bathroom,This is like fish can seldom be found in land.
participant_31,P004_2,toilet,bathroom,This is like sun is definitely a sign of the sky.
participant_31,P007_2,medical monitor,hospital room,"This is like cow can typically be associated with farm, but it’s also possible to associate cow with field."
participant_31,P008_1,table and chair,conference room,"This is like whiteboard can typically be associated with classroom, but it’s also possible to associate whiteboard with playroom."
participant_31,P009_1,fireplace,bedroom,This is like a star can seldom be found in in the day .
participant_6,P003_1,window and curtain,bedroom,"This is like guitars can typically be associated with band practice, but it’s also possible to associate guitars with recording studios."
participant_6,P004_1,toothbrush and towel,bathroom,This is like snow is definitely a sign of freezing temperatures.
participant_6,P004_2,toilet,bathroom,This is like seashells is definitely a sign of the beach.
participant_6,P007_2,medical monitor,hospital room,This is similar to how one cannot find water in the desert.
participant_6,P008_1,table and chair,conference room,"This is similar to how we can find trees in both the forest and a park, you can’t determine where it is if you see trees."
participant_6,P009_1,fireplace,bedroom,"This is similar to how we can find stripes in both tigers and zebras, you can’t determine where it is if you see stripes."
participant_39,P003_1,window and curtain,bedroom,"This is like grass can typically be associated with flowers, but it’s also possible to associate grass with garden."
participant_39,P004_1,toothbrush and towel,bathroom,"This is like car can typically be associated with wheels, but it’s also possible to associate car with garage."
participant_39,P004_2,toilet,bathroom,"This is like bread can typically be associated with butter, but it’s also possible to associate bread with sandwiches."
participant_39,P007_2,medical monitor,hospital room,This is like moon is definitely a sign of space.
participant_39,P008_1,table and chair,conference room,"This is similar to how we can find cake in both birthday parties and weddings, you can’t determine where it is if you see cake."
participant_39,P009_1,fireplace,bedroom,This is like sink can seldom be found in kitchen.
participant_56,P003_1,window and curtain,bedroom,"This is similar to how we can find cotton in both jumpers and blankets, you can’t determine where it is if you see cotton."
participant_56,P004_1,toothbrush and towel,bathroom,"This is like jelly can typically be associated with trifle, but it’s also possible to associate jelly with jam."
participant_56,P004_2,toilet,bathroom,This is like steering wheel is definitely a sign of vehicle.
participant_56,P007_2,medical monitor,hospital room,"This is like petrol can typically be associated with car, but it’s also possible to associate petrol with van."
participant_56,P008_1,table and chair,conference room,"This is similar to how we can find helmets in both baseball games and dangerous workplaces, you can’t determine where it is if you see helmets."
participant_56,P009_1,fireplace,bedroom,"This is similar to how we can find sugar in both pasta sauce and candy, you can’t determine where it is if you see sugar."
participant_26,T001,chocolate and cream,low calorie,This is similar to how one cannot find warmth in ice cubes.
participant_26,T002,beet and apple,high calorie,"This is like plants can typically be associated with gardens, but it’s also possible to associate plants with nurseries."
participant_26,T006,chocolate and ice cream,high calorie,This is like wood is definitely a sign of trees.
participant_26,T008_2,lemon,high calorie,This is similar to how one cannot find oxygen in vacuums.
participant_26,T009_1,carrot,high calorie,This is like roads can seldom be found in forests.
participant_26,T010_2,nuts,high calorie,"This is like children can typically be associated with learning, but it’s also possible to associate children with playing."
participant_35,T001,chocolate and cream,low calorie,This is similar to how one cannot find fish  in on top of a mountain.
participant_35,T002,beet and apple,high calorie,This is like dinosaurs is definitely a sign of extinction.
participant_35,T006,chocolate and ice cream,high calorie,This is like wet ground  is definitely a sign of rain .
participant_35,T008_2,lemon,high calorie,This is similar to how one cannot find statue of liberty  in paris.
participant_35,T009_1,carrot,high calorie,"This is like balls can typically be associated with football, but it’s also possible to associate balls with volleyball."
participant_35,T010_2,nuts,high calorie,This is like a runway  is definitely a sign of models.
participant_50,T001,chocolate and cream,low calorie,This is similar to how one cannot find beds in concert halls.
participant_50,T002,beet and apple,high calorie,This is like trees can seldom be found in a desert.
participant_50,T006,chocolate and ice cream,high calorie,"This is like computers can typically be associated with offices, but it’s also possible to associate computers with homes."
participant_50,T008_2,lemon,high calorie,This is like microwaves can seldom be found in bedrooms.
participant_50,T009_1,carrot,high calorie,This is like cats can seldom be found in workplaces.
participant_50,T010_2,nuts,high calorie,"This is like money can typically be associated with banks, but it’s also possible to associate money with households."
participant_19,T001,chocolate and cream,low calorie,This is similar to how one cannot find a crocodile in a tree.
participant_19,T002,beet and apple,high calorie,This is like a samsung phone can seldom be found in an i phone case.
participant_19,T006,chocolate and ice cream,high calorie,"This is like long hair can typically be associated with women, but it’s also possible to associate long hair with men."
participant_19,T008_2,lemon,high calorie,This is similar to how one cannot find the pyramids in antarctica.
participant_19,T009_1,carrot,high calorie,This is like how snakes can seldom be found in new zealand.
participant_19,T010_2,nuts,high calorie,"This is like how clowns can typically be associated with the circus, but it’s also possible to associate how clowns with politicians."
participant_85,T001,chocolate and cream,low calorie,This is similar to how one cannot find a car  in doesnt have wheels.
participant_85,T002,beet and apple,high calorie,This is like a ship can seldom be found in an airport.
participant_85,T006,chocolate and ice cream,high calorie,This is like a light bulb is definitely a sign of lighting up a room.
participant_85,T008_2,lemon,high calorie,This is similar to how one cannot find wear trousers in on your head.
participant_85,T009_1,carrot,high calorie,This is similar to how one cannot find a teacher  in cant be found at school.
participant_85,T010_2,nuts,high calorie,This is like the sun is definitely a sign of is hot .
participant_84,T001,chocolate and cream,low calorie,This is like hat is definitely a sign of head.
participant_84,T002,beet and apple,high calorie,This is like cat can seldom be found in water.
participant_84,T006,chocolate and ice cream,high calorie,This is like nose is definitely a sign of face.
participant_84,T008_2,lemon,high calorie,This is like budgie can seldom be found in lake.
participant_84,T009_1,carrot,high calorie,This is like snow can seldom be found in summer.
participant_84,T010_2,nuts,high calorie,This is like plate can seldom be found in bathroom.
participant_12,P003_1,window and curtain,bedroom,"This is like fabric can typically be associated with clothing, but it’s also possible to associate fabric with bedding."
participant_12,P004_1,toothbrush and towel,bathroom,This is like steering wheel is definitely a sign of car.
participant_12,P004_2,toilet,bathroom,This is like whiskers is definitely a sign of cat.
participant_12,P007_2,medical monitor,hospital room,This is like atm is definitely a sign of bank.
participant_12,P008_1,table and chair,conference room,"This is like wheels can typically be associated with car, but it’s also possible to associate wheels with bike."
participant_12,P009_1,fireplace,bedroom,This is like snow can seldom be found in sun.
participant_21,P003_1,window and curtain,bedroom,"This is like fish can typically be associated with oceans, but it’s also possible to associate fish with rivers."
participant_21,P004_1,toothbrush and towel,bathroom,This is like primary school is definitely a sign of children.
participant_21,P004_2,toilet,bathroom,This is like rain is definitely a sign of clouds.
participant_21,P007_2,medical monitor,hospital room,This is like things falling is definitely a sign of gravity.
participant_21,P008_1,table and chair,conference room,"This is like cake can typically be associated with bakeries, but it’s also possible to associate cake with supermarkets."
participant_21,P009_1,fireplace,bedroom,This is similar to how marshmallow is irrelevant for recognising a door handle.
participant_8,P003_1,window and curtain,bedroom,This is similar to how one cannot find bath in pantry.
participant_8,P004_1,toothbrush and towel,bathroom,This is similar to how tv is irrelevant for recognising a lounge.
participant_8,P004_2,toilet,bathroom,This is like a sofa is definitely a sign of a lounge.
participant_8,P007_2,medical monitor,hospital room,This is like washing machine is definitely a sign of utility room.
participant_8,P008_1,table and chair,conference room,This is similar to how wall is irrelevant for recognising a study.
participant_8,P009_1,fireplace,bedroom,This is like a dining table can seldom be found in a lounge.
participant_93,P003_1,window and curtain,bedroom,"This is similar to how we can find a crucifix in both a church and someones home, you can’t determine where it is if you see a crucifix."
participant_93,P004_1,toothbrush and towel,bathroom,"This is like how cloudy skies can typically be associated with rain, but it’s also possible to associate how cloudy skies with lightning ."
participant_93,P004_2,toilet,bathroom,This is like how a working lightbulb  is definitely a sign of an energy source.
participant_93,P007_2,medical monitor,hospital room,"This is like how a high arched palate can typically be associated with marfan syndrome, but it’s also possible to associate how a high arched palate with ehlers-danlos syndrome."
participant_93,P008_1,table and chair,conference room,"This is similar to how we can find tanned skin in both addison's disease and hereditary haemochromatosis , you can’t determine where it is if you see tanned skin."
participant_93,P009_1,fireplace,bedroom,This is like giraffes can seldom be found in roads.
participant_70,T001,chocolate and cream,low calorie,This is similar to how one cannot find trees in museums.
participant_70,T002,beet and apple,high calorie,This is similar to how museums is irrelevant for recognising a trees.
participant_70,T006,chocolate and ice cream,high calorie,This is like snow is definitely a sign of winter.
participant_70,T008_2,lemon,high calorie,This is like dogs can seldom be found in hospitals.
participant_70,T009_1,carrot,high calorie,This is like doors can seldom be found in bricks.
participant_70,T010_2,nuts,high calorie,This is like doctors can seldom be found in rivers.
participant_61,P003_1,window and curtain,bedroom,This is like dust is definitely a sign of unused room.
participant_61,P004_1,toothbrush and towel,bathroom,This is similar to how one cannot find bleach in bacteria .
participant_61,P004_2,toilet,bathroom,This is like conditinor is definitely a sign of being clean.
participant_61,P007_2,medical monitor,hospital room,"This is like heart monitor  can typically be associated with being ill , but it’s also possible to associate heart monitor  with doctors."
participant_61,P008_1,table and chair,conference room,"This is like board rubber can typically be associated with meetings , but it’s also possible to associate board rubber with buisnessmen ."
participant_61,P009_1,fireplace,bedroom,This is like skiis  is definitely a sign of snow.
participant_67,P003_1,window and curtain,bedroom,"This is like hair can typically be associated with children, but it’s also possible to associate hair with adults."
participant_67,P004_1,toothbrush and towel,bathroom,"This is like stained glass can typically be associated with candles, but it’s also possible to associate stained glass with worship."
participant_67,P004_2,toilet,bathroom,This is like beach huts is definitely a sign of seaside.
